"ID","SampleName","InjectionVol_ul","FAME_compound","Sample_Dilution","Peak_Area","d13","Atom_per_13C","FAME_per_C","Dry_Soil_Mass_g","nmol_FAME_per_g_soil"
892,"48.01.3",2,"a15:0",0,64.204,-21.279,1.082386,0.7494,6.032,14686.67
893,"48.01.3",2,"15:0",0,7.354,-23.707,1.079729,0.7494,6.032,1682.22
894,"48.01.3",2,"16:1n9/i16:0",0,7.922,30.06,1.138517,0.7606,6.032,1705.59
895,"48.01.3",2,"16:0",0,71.754,-12.767,1.091696,0.755,6.032,15447.03
896,"48.01.3",2,"17:0cy",0,16.667,-22.389,1.081171,0.7654,6.032,3388.78
897,"48.01.3",2,"17:0",0,12.276,-28.66,1.074311,0.76,6.032,2495.91
898,"48.01.3",2,"trans-18:1n9",0,23.343,-13.915,1.090441,0.7697,6.032,4496.37
899,"48.01.3",2,"18:0",0,17.294,-8.01,1.0969,0.7645,6.032,3331.21
900,"48.01.3",2,"19:0cy",0,72.254,-33.353,1.069176,0.7736,6.032,13221.99
901,"48.01.3",2,"19:0",0,20.847,-32.267,1.070364,0.8216,6.032,3814.89
902,"48.01.3",2,"20:4n6",0,1.702,-20.693,1.083027,0.7919,6.032,296.64
903,"48.01.3",2,"20:5n3",0,2.615,-27.828,1.075221,0.797,6.032,455.73
904,"05.03.1",3,"12:0",0,0.824,-29.694,1.073179,0.7285,6.009,667.29
905,"05.03.1",3,"14:0",0,0.198,-17.398,1.086631,0.7432,6.009,138.99
906,"05.03.1",3,"a15:0",0,18.554,-5.877,1.099232,0.7494,6.009,12209.47
907,"05.03.1",3,"15:0",0,2.232,19.477,1.126951,0.7494,6.009,1468.77
908,"05.03.1",3,"16:1n9/i16:0",0,2.478,87.028,1.200726,0.7606,6.009,1534.75
909,"05.03.1",3,"16:0",0,35.978,175.047,1.296691,0.755,6.009,22280.96
910,"05.03.1",3,"i17:0",0,3.69,-31.48,1.071225,0.76,6.009,2158.23
911,"05.03.1",3,"17:0cy",0,12.06,-0.153,1.105491,0.7654,6.009,7053.93
912,"05.03.1",3,"17:0",0,10.471,-11.675,1.092891,0.76,6.009,6124.33
913,"05.03.1",3,"trans-18:1n9",0,11.63,152.802,1.272456,0.7697,6.009,6444.41
914,"05.03.1",3,"18:0",0,7.108,215.253,1.340465,0.7645,6.009,3938.69
915,"05.03.1",3,"19:0cy",0,50.615,-18.28,1.085666,0.7736,6.009,26644.79
916,"05.03.1",3,"19:0",0,15.286,-28.824,1.074132,0.8216,6.009,8046.94
917,"05.03.1",3,"20:4n6",0,0.48,-31.467,1.07124,0.7919,6.009,240.66
918,"05.03.1",3,"20:5n3",0,1.048,-28.099,1.074924,0.797,6.009,525.4
919,"05.03.2",3,"12:0",0,12.478,-30.652,1.072132,0.7285,6.034,5947.93
920,"05.03.2",3,"14:0",0,1.347,105.379,1.220749,0.7432,6.034,556.54
921,"05.03.2",3,"a15:0",0,30.818,2.112,1.107968,0.7494,6.034,11936.97
922,"05.03.2",3,"15:0",0,3.002,32.098,1.140743,0.7494,6.034,1162.78
923,"05.03.2",3,"16:1n9/i16:0",0,3.317,159.072,1.279287,0.7606,6.034,1209.24
924,"05.03.2",3,"16:0",0,35.485,162.492,1.283014,0.755,6.034,12935.15
925,"05.03.2",3,"i17:0",0,3.673,-27.818,1.075232,0.76,6.034,1264.51
926,"05.03.2",3,"17:0cy",0,8.931,5.552,1.111729,0.7654,6.034,3074.78
927,"05.03.2",3,"17:0",0,7.549,-7.999,1.096911,0.76,6.034,2598.9
928,"05.03.2",3,"trans-18:1n9",0,10.122,135.773,1.253894,0.7697,6.034,3301.41
929,"05.03.2",3,"18:0",0,9.152,171.91,1.293274,0.7645,6.034,2985.04
930,"05.03.2",3,"19:0cy",0,32.337,-11.901,1.092644,0.7736,6.034,10019.89
931,"05.03.2",3,"19:0",0,13.364,-28.463,1.074527,0.8216,6.034,4140.98
932,"05.03.2",3,"20:4n6",0,0.287,181.974,1.304235,0.7919,6.034,84.7
933,"05.03.2",3,"20:5n3",0,0.898,4.357,1.110422,0.797,6.034,264.99
934,"05.03.3",2,"14:0",0,0.508,-15.761,1.088422,0.7432,6.004,408.63
935,"05.03.3",2,"a15:0",0,17.008,-27.492,1.075589,0.7494,6.004,12825.79
936,"05.03.3",2,"15:0",0,2.025,-18.612,1.085303,0.7494,6.004,1527.05
937,"05.03.3",2,"16:1n9/i16:0",0,2.739,-10.624,1.094041,0.7606,6.004,1944.02
938,"05.03.3",2,"16:0",0,33.382,21.513,1.129176,0.755,6.004,23690.85
939,"05.03.3",2,"i17:0",0,3.033,-32.706,1.069884,0.76,6.004,2032.89
940,"05.03.3",2,"17:0cy",0,9.214,-26.385,1.0768,0.7654,6.004,6175.96
941,"05.03.3",2,"17:0",0,7.353,-28.941,1.074003,0.76,6.004,4928.4
942,"05.03.3",2,"trans-18:1n9",0,12.884,4.012,1.110045,0.7697,6.004,8181.36
943,"05.03.3",2,"18:0",0,8.308,14.881,1.121928,0.7645,6.004,5275.61
944,"05.03.3",2,"19:0cy",0,41.784,-31.694,1.070991,0.7736,6.004,25206.62
945,"05.03.3",2,"19:0",0,12.188,-34.021,1.068444,0.8216,6.004,7352.61
946,"05.03.3",2,"20:5n3",0,0.838,-32.271,1.070359,0.797,6.004,481.44
947,"05.09.2",3,"12:0",0,2.627,-30.798,1.071971,0.7285,6.032,2091.48
948,"05.09.2",3,"14:0",0,1.286,14.483,1.121492,0.7432,6.032,887.45
949,"05.09.2",3,"a15:0",0,29.307,-5.621,1.099512,0.7494,6.032,18959.83
950,"05.09.2",3,"15:0",0,2.968,-0.573,1.105032,0.7494,6.032,1920.11
951,"05.09.2",3,"16:1n9/i16:0",0,4.412,62.396,1.173838,0.7606,6.032,2686.43
952,"05.09.2",3,"16:0",0,37.884,97.606,1.212269,0.755,6.032,23065.15
953,"05.09.2",3,"i17:0",0,3.573,-30.847,1.071918,0.76,6.032,2054.51
954,"05.09.2",3,"17:0cy",0,11.585,-5.125,1.100054,0.7654,6.032,6661.68
955,"05.09.2",3,"17:0",0,9.175,-17.209,1.086838,0.76,6.032,5275.7
956,"05.09.2",3,"trans-18:1n9",0,12.224,76.229,1.188939,0.7697,6.032,6659.17
957,"05.09.2",3,"18:0",0,8.444,137.176,1.255424,0.7645,6.032,4599.98
958,"05.09.2",3,"19:0cy",0,40.695,-14.479,1.089824,0.7736,6.032,21060.95
959,"05.09.2",3,"19:0",0,13.471,-29.25,1.073665,0.8216,6.032,6971.73
960,"05.09.2",3,"20:4n6",0,0.458,-21.45,1.082199,0.7919,6.032,225.75
961,"05.09.2",3,"20:5n3",0,2.122,-30.417,1.072389,0.797,6.032,1045.87
962,"05.09.3",3,"12:0",0,2.029,-30.642,1.072142,0.7285,6.007,1593.44
963,"05.09.3",3,"14:0",0,0.965,0.993,1.106744,0.7432,6.007,656.89
964,"05.09.3",3,"a15:0",0,18.402,-12.866,1.091589,0.7494,6.007,11743.16
965,"05.09.3",3,"15:0",0,2.544,-7.85,1.097074,0.7494,6.007,1623.44
966,"05.09.3",3,"16:1n9/i16:0",0,3.245,16.29,1.123467,0.7606,6.007,1949
967,"05.09.3",3,"16:0",0,33.207,50.719,1.161085,0.755,6.007,19942.84
968,"05.09.3",3,"i17:0",0,0.934,-35.852,1.066442,0.76,6.007,529.76
969,"05.09.3",3,"17:0cy",0,9.161,-17.878,1.086106,0.7654,6.007,5196.22
970,"05.09.3",3,"17:0",0,7.945,-22.845,1.080672,0.76,6.007,4506.35
971,"05.09.3",3,"trans-18:1n9",0,12.663,25.232,1.13324,0.7697,6.007,6804.57
972,"05.09.3",3,"18:0",0,8.879,57.193,1.168156,0.7645,6.007,4771.21
973,"05.09.3",3,"19:0cy",0,41.509,-23.498,1.079959,0.7736,6.007,21190.24
974,"05.09.3",3,"19:0",0,14.446,-31.595,1.0711,0.8216,6.007,7374.71
975,"05.09.3",3,"20:4n6",0,0.331,-30.674,1.072108,0.7919,6.007,160.94
976,"05.09.3",3,"20:5n3",0,0.468,-29.119,1.073809,0.797,6.007,227.53
977,"52.04.2",2,"12:0",0,14.219,-31.311,1.07141,0.7285,6.007,6253.58
978,"52.04.2",2,"14:0",0,1.588,-13.51,1.090884,0.7432,6.007,605.36
979,"52.04.2",2,"a15:0",0,21.771,-18.062,1.085905,0.7494,6.007,7780.46
980,"52.04.2",2,"15:0",0,3.03,-20.847,1.082859,0.7494,6.007,1082.85
981,"52.04.2",2,"16:1n9/i16:0",0,1.973,133.997,1.251959,0.7606,6.007,663.64
982,"52.04.2",2,"16:0",0,19.054,19.599,1.127084,0.755,6.007,6408.42
983,"52.04.2",2,"i17:0",0,5.006,-31.277,1.071447,0.76,6.007,1590.11
984,"52.04.2",2,"17:0cy",0,6.002,-12.268,1.092243,0.7654,6.007,1906.55
985,"52.04.2",2,"17:0",0,5.274,-24.949,1.078371,0.76,6.007,1675.25
986,"52.04.2",2,"trans-18:1n9",0,5.197,-19.769,1.084037,0.7697,6.007,1563.95
987,"52.04.2",2,"18:0",0,4.394,12.967,1.119835,0.7645,6.007,1322.3
988,"52.04.2",2,"19:0cy",0,18.007,-32.751,1.069834,0.7736,6.007,5148.05
989,"52.04.2",2,"19:0",0,13.834,-32.223,1.070412,0.8216,6.007,3955.05
990,"52.04.2",2,"20:5n3",0,1.497,-32.997,1.069565,0.797,6.007,407.59
991,"52.04.1",2,"12:0",0,15.317,-30.726,1.07205,0.7285,6,6028.85
992,"52.04.1",2,"14:0",0,1.567,-5.138,1.10004,0.7432,6,534.62
993,"52.04.1",2,"a15:0",0,24.677,-12.199,1.092318,0.7494,6,7892.64
994,"52.04.1",2,"15:0",0,2.776,-16.679,1.087418,0.7494,6,887.86
995,"52.04.1",2,"16:1n9/i16:0",0,3.14,89.508,1.203433,0.7606,6,945.22
996,"52.04.1",2,"16:0",0,29.994,-1.423,1.104103,0.755,6,9028.21
997,"52.04.1",2,"i17:0",0,2.286,-32.572,1.070031,0.76,6,649.86
998,"52.04.1",2,"17:0cy",0,8.985,-16.852,1.087228,0.7654,6,2554.3
999,"52.04.1",2,"17:0",0,7.513,-27.83,1.075219,0.76,6,2135.77
1000,"52.04.1",2,"trans-18:1n9",0,7.697,-20.091,1.083686,0.7697,6,2072.98
1001,"52.04.1",2,"18:0",0,7.102,2.443,1.10833,0.7645,6,1912.74
1002,"52.04.1",2,"19:0cy",0,38.337,-32.15,1.070492,0.7736,6,9808.93
1003,"52.04.1",2,"19:0",0,16.143,-32.864,1.069711,0.8216,6,4130.4
1004,"52.04.3",1,"12:0",0,12.355,-30.77,1.072002,0.7285,6.054,6226.89
1005,"52.04.3",1,"14:0",0,0.845,25.791,1.133851,0.7432,6.054,369.14
1006,"52.04.3",1,"a15:0",0,10.6,23.996,1.13189,0.7494,6.054,4341.12
1007,"52.04.3",1,"15:0",0,1.376,8.953,1.115447,0.7494,6.054,563.52
1008,"52.04.3",1,"16:1n9/i16:0",0,1.786,411.855,1.553954,0.7606,6.054,688.43
1009,"52.04.3",1,"16:0",0,16.661,73.434,1.185889,0.755,6.054,6421.48
1010,"52.04.3",1,"i17:0",0,0.364,-41.099,1.060699,0.76,6.054,132.5
1011,"52.04.3",1,"17:0cy",0,4.409,4.471,1.110548,0.7654,6.054,1604.95
1012,"52.04.3",1,"17:0",0,1.303,442.922,1.587605,0.76,6.054,474.3
1013,"52.04.3",1,"trans-18:1n9",0,6.182,11.195,1.117898,0.7697,6.054,2131.92
1014,"52.04.3",1,"18:0",0,4.183,288.586,1.420205,0.7645,6.054,1442.55
1015,"52.04.3",1,"19:0cy",0,13.561,-28.906,1.074041,0.7736,6.054,4442.87
1016,"52.04.3",1,"19:0",0,11.931,-31.422,1.071288,0.8216,6.054,3908.86
1017,"52.04.3",1,"20:4n6",0,1.479,-23.429,1.080034,0.7919,6.054,461.49
1018,"52.04.3",1,"20:5n3",0,0.441,-28.237,1.074773,0.797,6.054,137.6
1019,"55.11.1",2,"12:0",0,15.525,-30.794,1.071975,0.7285,6.012,6168.29
1020,"55.11.1",2,"14:0",0,1.551,15.202,1.122278,0.7432,6.012,534.14
1021,"55.11.1",2,"a15:0",0,25.172,-6.832,1.098188,0.7494,6.012,8126.8
1022,"55.11.1",2,"15:0",0,2.589,-10.299,1.094396,0.7494,6.012,835.85
1023,"55.11.1",2,"16:1n9/i16:0",0,3.676,97.322,1.211959,0.7606,6.012,1117.01
1024,"55.11.1",2,"16:0",0,33.021,17.184,1.124445,0.755,6.012,10032.97
1025,"55.11.1",2,"i17:0",0,5.575,-28.233,1.074778,0.76,6.012,1599.77
1026,"55.11.1",2,"17:0cy",0,8.971,-16.221,1.087919,0.7654,6.012,2574.35
1027,"55.11.1",2,"17:0",0,7.45,-21.873,1.081737,0.76,6.012,2137.81
1028,"55.11.1",2,"trans-18:1n9",0,11.84,-6.292,1.098778,0.7697,6.012,3218.83
1029,"55.11.1",2,"18:0",0,7.715,25.944,1.134019,0.7645,6.012,2097.41
1030,"55.11.1",2,"19:0cy",0,35.404,-32.314,1.070312,0.7736,6.012,9143.82
1031,"55.11.1",2,"19:0",0,15.532,-32.782,1.069801,0.8216,6.012,4011.49
1032,"55.11.1",2,"20:4n6",0,0.275,-36.994,1.065191,0.7919,6.012,67.64
1033,"55.11.1",2,"20:5n3",0,0.382,-22.413,1.081145,0.797,6.012,93.96
1034,"55.11.2",2,"12:0",0,26.657,-30.448,1.072355,0.7285,6,6250.39
1035,"55.11.2",2,"14:0",0,3.138,-3.161,1.102202,0.7432,6,637.76
1036,"55.11.2",2,"a15:0",0,50.435,-3.35,1.101995,0.7494,6,9609.4
1037,"55.11.2",2,"15:0",0,5.83,-13.179,1.091246,0.7494,6,1110.8
1038,"55.11.2",2,"16:1n9/i16:0",0,7.637,70.347,1.182518,0.7606,6,1369.5
1039,"55.11.2",2,"16:0",0,65.621,-8.777,1.096061,0.755,6,11766.41
1040,"55.11.2",2,"i17:0",0,3.28,-27.813,1.075237,0.76,6,555.46
1041,"55.11.2",2,"17:0cy",0,17.758,-17.578,1.086435,0.7654,6,3007.34
1042,"55.11.2",2,"17:0",0,13.887,-28.413,1.074581,0.76,6,2351.7
1043,"55.11.2",2,"trans-18:1n9",0,22.858,-14.966,1.089292,0.7697,6,3667.3
1044,"55.11.2",2,"18:0",0,15.874,4.075,1.110114,0.7645,6,2546.8
1045,"55.11.2",2,"19:0cy",0,77.63,-32.033,1.07062,0.7736,6,11832.25
1046,"55.11.2",2,"19:0",0,26.038,-32.649,1.069946,0.8216,6,3968.71
1047,"55.11.2",2,"20:4n6",0,0.628,-33.25,1.069288,0.7919,6,91.16
1048,"55.11.2",2,"20:5n3",0,0.396,-32.403,1.070215,0.797,6,57.49
1049,"58.05.2",3,"12:0",0,15.687,-30.489,1.072309,0.7285,6.064,5711.59
1050,"58.05.2",3,"14:0",0,2.191,26.225,1.134325,0.7432,6.064,691.46
1051,"58.05.2",3,"a15:0",0,40.886,-3.452,1.101884,0.7494,6.064,12096.51
1052,"58.05.2",3,"15:0",0,4.53,9.435,1.115974,0.7494,6.064,1340.25
1053,"58.05.2",3,"16:1n9/i16:0",0,5.692,73.777,1.186263,0.7606,6.064,1584.99
1054,"58.05.2",3,"16:0",0,53.366,163.267,1.283859,0.755,6.064,14858.93
1055,"58.05.2",3,"i17:0",0,4.644,-33.938,1.068536,0.76,6.064,1221.2
1056,"58.05.2",3,"17:0cy",0,13.989,-5.646,1.099484,0.7654,6.064,3678.72
1057,"58.05.2",3,"17:0",0,10.674,-14.25,1.090074,0.76,6.064,2806.88
1058,"58.05.2",3,"trans-18:1n9",0,18.162,97.179,1.211804,0.7697,6.064,4524.73
1059,"58.05.2",3,"18:0",0,13.008,147.924,1.267139,0.7645,6.064,3240.71
1060,"58.05.2",3,"19:0cy",0,60.666,-15.053,1.089196,0.7736,6.064,14358.34
1061,"58.05.2",3,"19:0",0,18.057,-27.339,1.075756,0.8216,6.064,4273.74
1062,"58.05.2",3,"20:4n6",0,1.242,-27.903,1.075139,0.7919,6.064,279.96
1063,"58.05.2",3,"20:5n3",0,1.54,-31.544,1.071155,0.797,6.064,347.11
1064,"58.05.3",3,"12:0",0,15.705,-31.365,1.071351,0.7285,6.03,5547.64
1065,"58.05.3",3,"14:0",0,3.856,21.716,1.129398,0.7432,6.03,1180.63
1066,"58.05.3",3,"a15:0",0,57.757,-0.778,1.104808,0.7494,6.03,16578.44
1067,"58.05.3",3,"15:0",0,7.883,9.081,1.115587,0.7494,6.03,2262.72
1068,"58.05.3",3,"16:1n9/i16:0",0,10.253,61.27,1.172608,0.7606,6.03,2769.92
1069,"58.05.3",3,"16:0",0,92.042,121.123,1.237921,0.755,6.03,24863.51
1070,"58.05.3",3,"i17:0",0,12.073,-28.445,1.074546,0.76,6.03,3080.1
1071,"58.05.3",3,"17:0cy",0,20.651,-11.488,1.093096,0.7654,6.03,5268.72
1072,"58.05.3",3,"17:0",0,15.707,-13.847,1.090515,0.76,6.03,4007.22
1073,"58.05.3",3,"trans-18:1n9",0,38.595,68.976,1.181022,0.7697,6.03,9328.54
1074,"58.05.3",3,"18:0",0,25.502,102.955,1.218105,0.7645,6.03,6163.93
1075,"58.05.3",3,"19:0cy",0,99.935,-22.899,1.080614,0.7736,6.03,22947.23
1076,"58.05.3",3,"19:0",0,19.342,-32.19,1.070449,0.8216,6.03,4441.38
1077,"58.05.3",3,"20:4n6",0,1.828,-37.299,1.064857,0.7919,6.03,399.78
1078,"58.05.3",3,"20:5n3",0,0.908,-34.613,1.067797,0.797,6.03,198.56
1079,"58.05.1",4,"12:0",0,17.027,-31.293,1.07143,0.7285,6.03,5527.7
1080,"58.05.1",4,"14:0",0,3.3,-26.815,1.076329,0.7432,6.03,928.6
1081,"58.05.1",4,"a15:0",0,4.016,15.313,1.122399,0.7494,6.03,1059.42
1082,"58.05.1",4,"15:0",0,4.01,-25.167,1.078132,0.7494,6.03,1057.84
1083,"58.05.1",4,"16:1n9/i16:0",0,9.105,42.92,1.152567,0.7606,6.03,2260.65
1084,"58.05.1",4,"16:0",0,90.064,110.384,1.226209,0.755,6.03,22359.59
1085,"58.05.1",4,"i17:0",0,11.07,-26.268,1.076928,0.76,6.03,2595.58
1086,"58.05.1",4,"17:0cy",0,11.05,4.247,1.110302,0.7654,6.03,2590.97
1087,"58.05.1",4,"17:0",0,15.412,-10.661,1.094,0.76,6.03,3613.65
1088,"58.05.1",4,"trans-18:1n9",0,34.67,62.569,1.174026,0.7697,6.03,7701.45
1089,"58.05.1",4,"18:0",0,21.082,83.308,1.196666,0.7645,6.03,4683.08
1090,"58.05.1",4,"19:0cy",0,106.872,-16.473,1.087643,0.7736,6.03,22553.45
1091,"58.05.1",4,"19:0",0,21.118,-28.396,1.074599,0.8216,6.03,4456.62
1092,"58.05.1",4,"20:4n6",0,1.887,-28.757,1.074205,0.7919,6.03,379.27
1093,"58.05.1",4,"20:5n3",0,0.581,-30.051,1.072789,0.797,6.03,116.77
1094,"06.06.1",2,"12:0",0,14.134,-30.734,1.072041,0.7285,6,5830.55
1095,"06.06.1",2,"14:0",0,2.026,14.499,1.12151,0.7432,6,724.42
1096,"06.06.1",2,"a15:0",0,36.95,-3.967,1.10132,0.7494,6,12385.92
1097,"06.06.1",2,"15:0",0,3.797,4.312,1.110373,0.7494,6,1272.79
1098,"06.06.1",2,"16:1n9/i16:0",0,5.981,56.91,1.167847,0.7606,6,1886.98
1099,"06.06.1",2,"16:0",0,49.87,74.299,1.186833,0.755,6,15732.24
1100,"06.06.1",2,"i17:0",0,2.236,-33.986,1.068483,0.76,6,666.19
1101,"06.06.1",2,"17:0cy",0,13.331,-7.979,1.096933,0.7654,6,3971.93
1102,"06.06.1",2,"17:0",0,8.715,-12.665,1.091808,0.76,6,2596.53
1103,"06.06.1",2,"trans-18:1n9",0,14.125,75.172,1.187786,0.7697,6,3987
1104,"06.06.1",2,"18:0",0,14.333,77.916,1.190781,0.7645,6,4045.72
1105,"06.06.1",2,"19:0cy",0,69.335,-19.698,1.084115,0.7736,6,18592.6
1106,"06.06.1",2,"19:0",0,15.946,-31.574,1.071123,0.8216,6,4276.05
1107,"06.06.1",2,"20:4n6",0,0.873,62.254,1.173683,0.7919,6,222.96
1108,"06.06.1",2,"20:5n3",0,0.585,28.207,1.136492,0.797,6,149.39
1109,"06.06.2",2,"12:0",0,16.245,-30.75,1.072024,0.7285,6,6450.42
1110,"06.06.2",2,"14:0",0,0.816,9.471,1.116013,0.7432,6,280.84
1111,"06.06.2",2,"a15:0",0,11.641,-4.384,1.100864,0.7494,6,3756.02
1112,"06.06.2",2,"15:0",0,1.52,10.444,1.117077,0.7494,6,490.43
1113,"06.06.2",2,"16:1n9/i16:0",0,1.547,56.604,1.167513,0.7606,6,469.79
1114,"06.06.2",2,"16:0",0,16.068,145.927,1.264963,0.755,6,4879.06
1115,"06.06.2",2,"i17:0",0,4.085,-34.106,1.068352,0.76,6,1171.49
1116,"06.06.2",2,"17:0cy",0,4.003,-6.73,1.098299,0.7654,6,1148.02
1117,"06.06.2",2,"17:0",0,2.705,-5.835,1.099278,0.76,6,775.74
1118,"06.06.2",2,"18:2n9,12 and cis-18:1n9 and 183n3",0,4.612,103.182,1.218353,0.775,6,1253
1119,"06.06.2",2,"18:0",0,3.789,184.118,1.306571,0.7645,6,1029.45
1120,"06.06.2",2,"19:0cy",0,19.499,-13.368,1.091039,0.7736,6,5032.96
1121,"06.06.2",2,"19:0",0,14.806,-31.556,1.071142,0.8216,6,3821.66
1122,"06.06.3",3,"12:0",0,18.35,-31.704,1.07098,0.7285,6,5724.22
1123,"06.06.3",3,"14:0",0,4.141,2.997,1.108935,0.7432,6,1119.68
1124,"06.06.3",3,"a15:0",0,69.809,-11.002,1.093627,0.7494,6,17695.43
1125,"06.06.3",3,"15:0",0,7.275,-0.529,1.10508,0.7494,6,1844.09
1126,"06.06.3",3,"16:1n9/i16:0",0,10.943,17.556,1.124851,0.7606,6,2610.74
1127,"06.06.3",3,"16:0",0,100.719,40.7,1.150141,0.755,6,24026.94
1128,"06.06.3",3,"i17:0",0,21.571,-31.603,1.07109,0.76,6,4859.94
1129,"06.06.3",3,"17:0cy",0,22.148,-16.963,1.087107,0.7654,6,4990.09
1130,"06.06.3",3,"17:0",0,16.083,-24.209,1.07918,0.76,6,3623.5
1131,"06.06.3",3,"trans-18:1n9",0,37.202,15.617,1.122731,0.7697,6,7940.72
1132,"06.06.3",3,"18:0",0,29.991,38.675,1.147929,0.7645,6,6401.55
1133,"06.06.3",3,"19:0cy",0,132.968,-26.068,1.077146,0.7736,6,26963.15
1134,"06.06.3",3,"19:0",0,21.476,-31.874,1.070794,0.8216,6,4354.92
1135,"06.06.3",3,"20:4n6",0,2.194,-30.582,1.072207,0.7919,6,423.73
1136,"06.06.3",3,"20:5n3",0,0.529,-29.55,1.073337,0.797,6,102.16
1137,"63.04.2",3,"12:0",0,18.899,-30.844,1.071921,0.7285,6,5886.89
1138,"63.04.2",3,"14:0",0,2.342,26.625,1.134763,0.7432,6,632.33
1139,"63.04.2",3,"a15:0",0,46.802,-4.347,1.100906,0.7494,6,11846.23
1140,"63.04.2",3,"15:0",0,4.29,6.125,1.112355,0.7494,6,1085.86
1141,"63.04.2",3,"16:1n9/i16:0",0,4.792,80.403,1.193496,0.7606,6,1141.59
1142,"63.04.2",3,"16:0",0,55.849,99.685,1.214537,0.755,6,13303.57
1143,"63.04.2",3,"i17:0",0,15.654,-29.24,1.073677,0.76,6,3521.7
1144,"63.04.2",3,"17:0cy",0,18.365,-5.876,1.099233,0.7654,6,4131.72
1145,"63.04.2",3,"17:0",0,13.832,-14.694,1.089589,0.76,6,3111.8
1146,"63.04.2",3,"trans-18:1n9",0,15.939,127.376,1.24474,0.7697,6,3397.2
1147,"63.04.2",3,"18:0",0,10.915,160.381,1.280714,0.7645,6,2326.4
1148,"63.04.2",3,"19:0cy",0,68.711,-18.621,1.085293,0.7736,6,13912.83
1149,"63.04.2",3,"19:0",0,20.916,-28.095,1.074929,0.8216,6,4235.18
1150,"63.04.2",3,"20:5n3",0,0.305,-15.192,1.089044,0.797,6,58.81
